N47E23graph436.gst,353886,594000000,5537000000
N51E102graph9276.gst,30667,808000000,5518000000
N58E58graph2363.gst,86349,653000000,5487000000
N57E114graph11035.gst,49073,774000000,5484000000
N44E22graph412.gst,28283,535000000,5392000000
N103E0graph104.gst,16785,833000000,5510000000
N57E114graph11034.gst,122405,869000000,5526000000
N100E0graph101.gst,20452,843000000,5488000000
N51E102graph9277.gst,31298,774000000,5532000000
N51E102graph9275.gst,49841,803000000,5475000000
N54E54graph2192.gst,36055,650000000,5424000000
N96E0graph97.gst,18790,800000000,5515000000
N57E114graph11036.gst,31640,824000000,5477000000
N59E118graph11369.gst,52376,834000000,5479000000
N57E114graph11037.gst,33567,878000000,5880000000
N55E27graph528.gst,31320,611000000,5468000000
N57E57graph2900.gst,72276,632000000,5393000000
N51E102graph9274.gst,71584,770000000,5499000000
N48E0graph49.gst,38870,567000000,5221000000
N99E0graph100.gst,74082,835000000,5498000000
N49E49graph1845.gst,25044,586000000,5495000000
N59E118graph11378.gst,43779,827000000,5497000000
N57E114graph11033.gst,32465,852000000,5577000000
N51E51graph2220.gst,53821,674000000,5465000000
N46E23graph435.gst,20175,582000000,5360000000
N51E102graph9273.gst,66787,764000000,5493000000
N58E116graph12969.gst,58204,839000000,5477000000
N45E22graph413.gst,29049,543000000,5532000000
N58E116graph12968.gst,54904,1031000000,8405000000
N51E102graph9272.gst,55882,789000000,6267000000
N104E0graph105.gst,36414,895000000,5549000000
N51E255graph33697.gst,137779,1225000000,6437000000
N56E112graph10620.gst,60877,770000000,5493000000
N55E110graph10458.gst,61843,887000000,5827000000
N55E110graph10464.gst,58208,913000000,6173000000
N50E100graph9046.gst,46178,855000000,6443000000
N50E250graph33477.gst,66521,1379000000,6640000000
N52E104graph9581.gst,47378,822000000,5491000000
N57E114graph11042.gst,46693,957000000,5422000000
N51E25graph482.gst,47887,711000000,5434000000
N52E104graph9580.gst,52091,789000000,5442000000
N50E250graph33476.gst,106768,1405000000,6823000000
N41E0graph42.gst,20626,521000000,5401000000
N50E100graph9047.gst,48005,746000000,5511000000
N42E21graph389.gst,79293,529000000,5510000000
N55E110graph10459.gst,54630,766000000,5522000000
N56E112graph10621.gst,83555,883000000,5521000000
N51E255graph33696.gst,156366,1172000000,6352000000
N42E42graph1382.gst,34194,589000000,5496000000
N98E0graph99.gst,71633,794000000,5522000000
N54E0graph55.gst,19540,585000000,5466000000
N95E0graph6.gst,12123,395000000,5220000000
N51E255graph33694.gst,89680,1226000000,6122000000
N48E24graph458.gst,42146,605000000,5337000000
N50E100graph9045.gst,97863,1091000000,6675000000
N52E104graph9582.gst,55418,805000000,6040000000
N53E106graph9869.gst,89627,950000000,7790000000
N57E114graph11041.gst,90460,910000000,7070000000
N52E260graph35789.gst,90319,1663000000,7509000000
N52E260graph35788.gst,333552,1292000000,7633000000
N57E114graph11040.gst,77116,933000000,6262000000
N52E0graph53.gst,91017,575000000,5545000000
N53E106graph9868.gst,99212,861000000,5938000000
N43E43graph1730.gst,55725,612000000,5374000000
N52E104graph9583.gst,55613,752000000,5510000000
N50E250graph33475.gst,87105,1532000000,6958000000
N50E100graph9050.gst,46925,742000000,5471000000
N50E100graph9044.gst,82599,802000000,5407000000
N56E112graph10622.gst,79065,815000000,5464000000
N51E255graph33695.gst,105427,1322000000,6249000000
N53E0graph54.gst,29834,551000000,5269000000
N51E255graph33691.gst,127393,1338000000,6145000000
N55E110graph10462.gst,80903,873000000,5503000000
N57E0graph58.gst,104786,561000000,5072000000
N52E104graph9578.gst,86646,753000000,5328000000
N49E24graph459.gst,34913,555000000,5038000000
N52E104graph9579.gst,51148,759000000,5319000000
N55E0graph56.gst,22303,629000000,5156000000
N50E100graph9041.gst,91167,740000000,5476000000
N50E25graph481.gst,78957,643000000,5890000000
N55E110graph10463.gst,84758,801000000,5540000000
N55E55graph2801.gst,42731,641000000,5212000000
N51E255graph33690.gst,78036,1286000000,6431000000
N40E0graph41.gst,13014,508000000,5134000000
N56E112graph10619.gst,67547,762000000,5329000000
N51E255graph33692.gst,145209,1283000000,7232000000
N55E110graph10461.gst,83144,881000000,5585000000
N41E41graph1650.gst,58557,535000000,5459000000
N50E100graph9043.gst,106374,784000000,5520000000
N56E56graph2278.gst,58124,649000000,5535000000
N46E0graph47.gst,18196,564000000,5404000000
N50E100graph9042.gst,88984,766000000,5537000000
N55E110graph10460.gst,54891,814000000,5532000000
N44E44graph1450.gst,28513,596000000,5433000000
N56E112graph10618.gst,68212,802000000,6075000000
N51E255graph33693.gst,75183,2055000000,7489000000
N44E0graph45.gst,25461,560000000,5688000000
N56E112graph10615.gst,62425,780000000,5501000000
N52E104graph9577.gst,70842,787000000,6603000000
N50E250graph33481.gst,122462,1293000000,6383000000
N53E106graph9877.gst,74005,772000000,5941000000
N43E21graph390.gst,42960,527000000,5337000000
N42E0graph43.gst,41120,509000000,5346000000
N53E106graph9876.gst,62188,783000000,5484000000
N41E20graph367.gst,103213,563000000,5253000000
N50E250graph33480.gst,176981,1221000000,6063000000
N52E104graph9576.gst,240657,817000000,5451000000
N43E0graph44.gst,18808,537000000,5316000000
N56E112graph10614.gst,64794,780000000,6949000000
N52E26graph504.gst,44565,577000000,5526000000
N56E112graph10616.gst,61836,825000000,5481000000
N51E255graph33689.gst,70258,1173000000,6239000000
N52E104graph9574.gst,51203,831000000,5530000000
N50E250graph33482.gst,148223,1169000000,6196000000
N53E106graph9874.gst,99946,760000000,5867000000
N57E28graph551.gst,56957,592000000,5289000000
N53E106graph9875.gst,70574,785000000,5496000000
N50E250graph33483.gst,84838,1259000000,6186000000
N52E104graph9575.gst,63932,824000000,6236000000
N51E0graph52.gst,52243,580000000,5628000000
N46E46graph1504.gst,180836,588000000,5850000000
N56E112graph10617.gst,122581,835000000,5544000000
N50E0graph51.gst,22393,561000000,5447000000
N56E112graph10613.gst,190542,786000000,5528000000
N51E255graph33698.gst,80643,1470000000,6441000000
N55E110graph10457.gst,44998,820000000,5570000000
N50E100graph9049.gst,51116,766000000,5481000000
N50E250graph33478.gst,105115,1157000000,6100000000
N53E106graph9871.gst,78769,865000000,5533000000
N50E50graph2017.gst,46236,629000000,5384000000
N52E260graph35791.gst,99163,1156000000,6246000000
N52E260graph35785.gst,98324,1284000000,6392000000
N52E260graph35784.gst,130063,1276000000,6325000000
N52E260graph35790.gst,210628,1285000000,6281000000
N56E0graph57.gst,20921,571000000,5268000000
N59E59graph2608.gst,50234,712000000,5460000000
N53E106graph9870.gst,90627,906000000,5510000000
N53E53graph2701.gst,34589,619000000,5477000000
N50E250graph33479.gst,106055,1474000000,6540000000
N50E100graph9048.gst,43512,756000000,5539000000
N56E28graph550.gst,59090,610000000,5415000000
N55E110graph10456.gst,69593,782000000,5502000000
N45E45graph1809.gst,64564,582000000,5444000000
N47E0graph48.gst,51088,555000000,5458000000
N50E250graph33484.gst,78125,1246000000,6344000000
N53E106graph9872.gst,90307,786000000,5609000000
N52E260graph35786.gst,82941,1309000000,6350000000
N52E260graph35792.gst,150553,1263000000,6382000000
N52E260graph35793.gst,128308,1206000000,6275000000
N52E260graph35787.gst,87522,1230000000,6532000000
N53E106graph9873.gst,45241,771000000,5478000000
N53E26graph505.gst,26753,581000000,5361000000
N45E0graph46.gst,11367,521000000,5270000000
N55E110graph10455.gst,29268,776000000,5504000000
N40E20graph366.gst,17963,507000000,5252000000
N51E102graph9280.gst,29223,710000000,5510000000
N58E116graph12971.gst,32944,819000000,5483000000
N54E27graph527.gst,58538,583000000,5268000000
N54E108graph10104.gst,28283,773000000,5506000000
N59E118graph11377.gst,30465,807000000,5473000000
N102E0graph103.gst,21658,852000000,5508000000
N59E118graph11376.gst,238929,863000000,6210000000
N54E108graph10105.gst,42611,801000000,5474000000
N58E116graph12970.gst,29391,834000000,5485000000
N51E102graph9281.gst,100870,839000000,5494000000
N58E116graph12972.gst,100593,829000000,5488000000
N58E116graph12966.gst,60816,815000000,5479000000
N54E108graph10107.gst,28247,758000000,5470000000
N54E108graph10098.gst,28772,745000000,5487000000
N59E118graph11374.gst,122853,847000000,5484000000
N95E0graph96.gst,165321,878000000,6700000000
N59E118graph11375.gst,39322,836000000,5559000000
N54E108graph10099.gst,29376,762000000,5476000000
N54E108graph10106.gst,29860,831000000,5968000000
N58E116graph12967.gst,44385,862000000,5490000000
N58E116graph12973.gst,43656,820000000,5532000000
N40E40graph1313.gst,19861,534000000,5239000000
N97E0graph98.gst,24821,800000000,5487000000
N51E102graph9279.gst,26984,731000000,5509000000
N47E47graph1887.gst,139001,578000000,5494000000
N54E108graph10102.gst,44066,730000000,5442000000
N59E118graph11371.gst,56861,901000000,5502000000
N59E118graph11370.gst,69769,828000000,5488000000
N59E0graph60.gst,10325,599000000,5486000000
N54E108graph10103.gst,53599,879000000,5863000000
N51E102graph9278.gst,26242,823000000,6234000000
N58E29graph573.gst,18593,622000000,5534000000
N58E116graph12974.gst,29394,879000000,5952000000
N48E48graph1583.gst,28849,639000000,5447000000
N58E0graph59.gst,22192,739000000,5898000000
N54E108graph10101.gst,36735,786000000,5503000000
N101E0graph102.gst,51964,853000000,5489000000
N59E118graph11372.gst,100602,849000000,5492000000
N57E114graph11039.gst,61969,826000000,5482000000
N49E0graph50.gst,16137,587000000,5270000000
N57E114graph11038.gst,48907,827000000,5500000000
N59E118graph11373.gst,29891,838000000,5483000000
N59E29graph574.gst,25110,639000000,5469000000
N54E108graph10100.gst,29096,826000000,5511000000
N58E116graph12975.gst,29835,913000000,5472000000
N52E52graph2105.gst,35658,643000000,5312000000
